,nft_address,total_transactions,total_tokens,risky_transactions,risky_tokens,risky_transaction_ratio,risky_token_ratio
133,0x04f23FfAdDDdD335d3DF6172D876E192fDDD0eAe,7,7,0.0,0.0,0.0,0.0
134,0x04fDfcA42b88BdaCb5FE85fA56C8621334e1b3eB,17,17,0.0,0.0,0.0,0.0
135,0x050EDaa133eaE30Ba0124Eb861a2fa8E835933eD,4,4,0.0,0.0,0.0,0.0
136,0x050dc61dFB867E0fE3Cf2948362b6c0F3fAF790b,912,563,14.0,6.0,0.015350877192982455,0.010657193605683837
137,0x05295c50e450008A6307c3f6977908b4256c0Da1,12,7,0.0,0.0,0.0,0.0
138,0x053aD8752a081E55CC029c786eF3401aE5A83c7C,7,4,0.0,0.0,0.0,0.0
139,0x053afa4D216F20DD0c15631Fb1Fb26a02B152c09,98,2,23.0,1.0,0.23469387755102042,0.5
140,0x053bf84359415542E9d65138d1bC0dD0d01e10F7,2,1,2.0,1.0,1.0,1.0
141,0x054d5BD6C3A005149B9c5F00048cE405899213Fe,2,2,0.0,0.0,0.0,0.0
142,0x0550499a6C986fd512da6c19f185538b7F2926De,42,38,0.0,0.0,0.0,0.0
143,0x0556bf6b2DAf06b8F75C33b01Cd778dA73aDEAbC,13,13,0.0,0.0,0.0,0.0
144,0x055d9683ACF78F097249de7321BE9a58C29800CA,11,6,0.0,0.0,0.0,0.0
145,0x05658624d92E63c778b2a24ec5C4858C399E9C6d,7,5,4.0,2.0,0.5714285714285714,0.4
146,0x05744a5899dda7a78531Cd2B143799d62731824d,8,8,0.0,0.0,0.0,0.0
147,0x0574c34385B039C2BB8dB898f61b7767024a9449,934,776,11.0,5.0,0.011777301927194861,0.006443298969072165
148,0x05759c209466EEB5f1a2B3ea8d8650e4053d1047,10,7,0.0,0.0,0.0,0.0
149,0x057EECc85bA8cAAA66497e70FA7BAbED4bEf2bB7,1,1,0.0,0.0,0.0,0.0
150,0x0580Ae26963230BFBd2A775ff0AFA937Fd157774,175,150,2.0,1.0,0.011428571428571429,0.006666666666666667
151,0x0583cE2Dc21d4d6b7CdCF599ca6Cc03043652Ef3,74,73,0.0,0.0,0.0,0.0
152,0x058416a7cA802c6Cc4f7A83145385bFf080D51D3,11,11,0.0,0.0,0.0,0.0
153,0x0588a0182eE72F74D0BA3b1fC6f5109599A46A9C,763,723,0.0,0.0,0.0,0.0
154,0x0593c32295d2a3848e873669Ef0EC5D27d7360Cc,6,5,0.0,0.0,0.0,0.0
155,0x05995f219353b8B2800E731326206c07569a910C,1,1,0.0,0.0,0.0,0.0
156,0x059C329231DB9bbB0dB155C1569CeFCb125c53fB,3,3,0.0,0.0,0.0,0.0
157,0x059DD13176D86d8C80Bf44b25781B0E4CFa4a348,1,1,0.0,0.0,0.0,0.0
158,0x059EDD72Cd353dF5106D2B9cC5ab83a52287aC3a,9848,5682,427.0,186.0,0.043359057676685624,0.03273495248152059
159,0x05A21D06b666107b3799FE106978dE3dff4541E2,9,9,0.0,0.0,0.0,0.0
160,0x05B69339EC17e2b19e7874D6A7a7B181ea3cDce2,1,1,0.0,0.0,0.0,0.0
161,0x05C0E6eef4bA902Da76e8F165af853d78ab965f2,1,1,0.0,0.0,0.0,0.0
162,0x05C5b1E9b3f0a195159BE1982fEC824a9c9549a3,43,31,12.0,6.0,0.27906976744186046,0.1935483870967742
163,0x05D4Ae98eF3C71460254720AF19549B486Cf4dE9,8,8,0.0,0.0,0.0,0.0
164,0x05a46f1E545526FB803FF974C790aCeA34D1f2D6,15531,7073,2052.0,680.0,0.13212285107204946,0.096140251661247
165,0x05c1803ca6b13Eb796e8eCA6303730a9908d6389,22,19,2.0,1.0,0.09090909090909091,0.05263157894736842
166,0x05c970017278a7e3132Dad0408C2010cED6A1ec3,1,1,0.0,0.0,0.0,0.0
167,0x05cd72B0b8Becf4D7105bDc6fcaea758FD73C7E7,73,71,0.0,0.0,0.0,0.0
168,0x05dbBe4baEd86d9B1dA83e67DEa6326e2617DaD2,3,3,0.0,0.0,0.0,0.0
169,0x05e042AbDE67C43439B441344c92c9278E7865Ca,1,1,0.0,0.0,0.0,0.0
170,0x05eb1491eC7836DbF183FD64f429f1f3B243aa9c,2,2,0.0,0.0,0.0,0.0
171,0x05f02507c7134Dbae420AB8C0Ef56E999B59dA03,406,370,15.0,7.0,0.03694581280788178,0.01891891891891892
172,0x06012c8cf97BEaD5deAe237070F9587f8E7A266d,68799,48269,5908.0,2435.0,0.08587334118228462,0.05044645631771945
173,0x0609315d798409Bd6b358e49F8b2cd2e973abBF2,2,2,0.0,0.0,0.0,0.0
174,0x060C39A9e8a7292D1209c14189303F3f52949508,3,3,0.0,0.0,0.0,0.0
175,0x062E691c2054dE82F28008a8CCC6d7A1c8ce060D,1652,1332,9.0,4.0,0.005447941888619854,0.003003003003003003
176,0x062F189B36Fd2dF5821Daebf2eA706E56a86A1E8,53,52,1.0,0.0,0.018867924528301886,0.0
177,0x062F56BB47777889913fEF7E9743FC47dC203714,3,3,0.0,0.0,0.0,0.0
178,0x063E2edf2cB949BF48df14635b76dFe91a4D583F,1,1,0.0,0.0,0.0,0.0
179,0x0641e7993caF7108077322C654E5d65682e7f477,25,25,0.0,0.0,0.0,0.0
180,0x0642A3A57112d298d55E1a8412DDd3678E325422,21,21,0.0,0.0,0.0,0.0
181,0x064F9547a78bD5Ba35a7aEB2221DE69b86CD6307,137,101,0.0,0.0,0.0,0.0
182,0x0658a7A87b923412af1C2013449C638fE2611127,3,3,0.0,0.0,0.0,0.0
183,0x066A1D0f1E228D945eB4d0855A6CeD5F15F40f3F,6,5,0.0,0.0,0.0,0.0
184,0x066f2D5ead7951F0d0038C19AffD500B9F02c0e5,5187,3716,267.0,128.0,0.05147484094852516,0.03444564047362755
185,0x067a0A7F4a939D7fF1a21B11E5F246C65FCBA34D,2,2,0.0,0.0,0.0,0.0
186,0x067ab2FbdBED63401aF802d1DD786E6D83b0ff1B,60,49,0.0,0.0,0.0,0.0
187,0x068138AD82A83cb4cb91abeA810B13E95fB2872C,22,19,4.0,2.0,0.18181818181818182,0.10526315789473684
188,0x068f74749c24A42058563035f8C786362FC96494,453,263,101.0,46.0,0.2229580573951435,0.17490494296577946
189,0x069878dAF8b08056b14A00dbbb9429437B7E4F93,7,7,0.0,0.0,0.0,0.0
190,0x06Cfd6DEdEb5992D24bC2Acf822B4435132A7780,6,4,4.0,2.0,0.6666666666666666,0.5
191,0x06D1fCD527E608aBD94E33c2DD62F585C768D814,65,46,2.0,1.0,0.03076923076923077,0.021739130434782608
192,0x06E1AC59A60D687A2Cc0f5Ecb5A72Ae199991C8d,18,9,9.0,3.0,0.5,0.3333333333333333
193,0x06F3eCd82192E9D5bBd66F16A1b353cB50d8bF40,2,2,0.0,0.0,0.0,0.0
194,0x06aF447c72E18891FB65450f41134C00Cf7Ac28c,3655,3109,6.0,0.0,0.0016415868673050615,0.0
195,0x06b1B815138FF3188ec38a26A13676D5a1069952,799,731,8.0,3.0,0.010012515644555695,0.004103967168262654
196,0x06bCa1e513603a5544E0A70256607087ABa73659,12,10,0.0,0.0,0.0,0.0
197,0x06c6DB12875E254a0e0C7259C7d4993E017EDC80,509,452,1.0,0.0,0.0019646365422396855,0.0
198,0x06d38F76F9D19EDD086dbbBB4d0BE56313dd795D,1,1,0.0,0.0,0.0,0.0
199,0x06f8b41b72c04b2BbA587Fc7b09dbfb877cA7d04,7598,5712,27.0,13.0,0.0035535667280863384,0.0022759103641456584
200,0x06fA18364790e9951371b4C4A4F1C280FA19B85C,2,1,0.0,0.0,0.0,0.0
201,0x071712a6711266bcCcFbA1664CbF15F4F446e62B,1,1,0.0,0.0,0.0,0.0
202,0x0733411463d71e33A41c73B63367389B886C1d12,2,2,0.0,0.0,0.0,0.0
203,0x0734442E3E4fae3056bEC60F50Ae9c69A700cF45,1,1,0.0,0.0,0.0,0.0
204,0x0737f8149047CC9D6A341FCBc7A5C4bfe60fA8c7,3,3,0.0,0.0,0.0,0.0
205,0x073F24C0762232811b65d559141Cd0ac70B6C0b2,9,5,4.0,2.0,0.4444444444444444,0.4
206,0x07536B90FAc4c1D41702C9f9d718329B161d66e6,1,1,0.0,0.0,0.0,0.0
207,0x076877D10a8f67c5B6F67883dcE5f8B0809Fa2F3,3,3,0.0,0.0,0.0,0.0
208,0x0769747D4caC06BC2320e0BB1Efb31d53fa0aAA1,5,5,0.0,0.0,0.0,0.0
209,0x0772Cf75aAF7Acf47BdF07905d9c1d40BC223B3a,18,16,2.0,1.0,0.1111111111111111,0.0625
210,0x0777d3a2e60ce9aDE95cC16DBad72572046074a1,1,1,0.0,0.0,0.0,0.0
211,0x077FE80ef0C2e316bdaEcEf4af1B55794d088e0D,4,4,0.0,0.0,0.0,0.0
212,0x078Db7d58A066239f602b4Bd0fe0F4C32321E33e,2,2,2.0,0.0,1.0,0.0
213,0x07925fbD9A9Bad7f7ccaD02353d0fe24b99AAbB2,42,42,0.0,0.0,0.0,0.0
214,0x07972dAf6FcFa46CDFDcDC89f5a3C237a5360F7E,98,59,25.0,11.0,0.25510204081632654,0.1864406779661017
215,0x07985CF6cC4c41daCC68E7A479Cc19Eb9B7929bB,4,4,0.0,0.0,0.0,0.0
216,0x079D9E54E6ac1912e13Eb894D6f29aD2eDcf0E59,105,72,19.0,9.0,0.18095238095238095,0.125
217,0x07BbDaf30e89ea3Ecf6CaDC80D6e7c4b0843c729,788,745,0.0,0.0,0.0,0.0
218,0x07Bca0695746B4644d674A7E2E5A816fAdA2fdfb,62,53,10.0,5.0,0.16129032258064516,0.09433962264150944
219,0x07C3249625D2F1e825325aa739c5d8e69b96f3Ac,35,30,0.0,0.0,0.0,0.0
220,0x07E4936b91Cd62cdF7b0441d127153Ee7BFe0813,1,1,0.0,0.0,0.0,0.0
221,0x07a13eea351D501cFedf96BDA8528bBC71CA5D80,1392,1233,6.0,3.0,0.004310344827586207,0.0024330900243309003
222,0x07b311Cb2aF81f49c4b809bE0625B1d5Ce9740cF,15,7,1.0,0.0,0.06666666666666667,0.0
223,0x07cD221B2fE54094277A2F4E1c1BC6DF14E63678,425,345,2.0,1.0,0.004705882352941176,0.002898550724637681
224,0x07cdD617c53B07208b0371C93a02deB8d8D49C6e,14,14,0.0,0.0,0.0,0.0
225,0x07e3394eeCf90B14831feAEEa4eB948178397400,6,6,0.0,0.0,0.0,0.0
226,0x0808A6fA1e49220478b6DCC866cb9104b9BAcF72,25,23,0.0,0.0,0.0,0.0
227,0x0818000B9194ce99C3c0f12C2ec8c96077b6C72b,1,1,0.0,0.0,0.0,0.0
228,0x081d20B644ED6d87a2c275Fc4B35f92D8a1F8aF3,49,49,0.0,0.0,0.0,0.0
229,0x0827FF4D393B4745Ac41d6Bfac7c32951571ef8c,36,3,3.0,1.0,0.08333333333333333,0.3333333333333333
230,0x082903f4e94c5e10A2B116a4284940a36AFAEd63,2426,1590,33.0,11.0,0.013602638087386645,0.006918238993710692
231,0x083001E0c88fD7E59f6CC2195aB5Bda0E82AEbEA,43,31,4.0,2.0,0.09302325581395349,0.06451612903225806
232,0x083FF667415ed1bE3BbDc847c829cBeBE38c6140,7,5,2.0,1.0,0.2857142857142857,0.2
233,0x0842DD2AA560e1A76d7Df18d93C6DEF97f50075f,3,3,0.0,0.0,0.0,0.0
234,0x084C3FE5Ad3F59Af848B372e3Cb05093BC8355F4,27,27,0.0,0.0,0.0,0.0
235,0x0852Fb91d69DcD11fF2428dCCCDE1F3c3F545D17,25,23,0.0,0.0,0.0,0.0
236,0x085Ea0205279DbC098156A1e16a1c3740AB741bB,26,22,0.0,0.0,0.0,0.0
237,0x0874b03eB5ad72dDAa2E8623D2Ef94f5d09e6Ff3,12,9,2.0,1.0,0.16666666666666666,0.1111111111111111
238,0x0878DBe61c7a8B46EE0df31a931519ae59592427,155,142,1.0,0.0,0.0064516129032258064,0.0
239,0x087f28adFf0720421823D9ed56761ED7c1aac76D,5,5,0.0,0.0,0.0,0.0
240,0x089e08f3e78E968ED9Ee007F8F64Ab565C52466B,1,1,0.0,0.0,0.0,0.0
241,0x08Be0024f7C6Ade544D7cCF30749e14CbAf67f4e,240,236,0.0,0.0,0.0,0.0
242,0x08CdCF9ba0a4b5667F5A59B78B60FbEFb145e64c,11,11,0.0,0.0,0.0,0.0
243,0x08D5a6a6B01cbCbA2B90Eb22bAC81637020923F0,29,23,0.0,0.0,0.0,0.0
244,0x08Da8a11C9b3A35D715B5da5B3E4661929490F53,2091,1878,12.0,5.0,0.005738880918220947,0.0026624068157614484
245,0x08E49a0973aad043A152f8246DE7d5C2151f32a7,3,3,0.0,0.0,0.0,0.0
246,0x08F14D014F97927283f7DC7782b90EF5cD5Ce8e8,27,26,2.0,1.0,0.07407407407407407,0.038461538461538464
247,0x08F3d8cE07E3C43FB5D3A68761e24134B168E6fa,46,44,0.0,0.0,0.0,0.0
